mapres10,papres10,paeduc,maeduc,educ,degree,born,reg16,incom16,father_factor,mother_factor,high_school
47,38,12,13,13,high school,yes,pacific,below average,Lower than Median,Above and Equal to Median,0
53,35,12,16,16,bachelor's,yes,pacific,average,Lower than Median,Above and Equal to Median,1
33,33,0,0,18,bachelor's,yes,pacific,average,Lower than Median,Lower than Median,1
69,28,12,12,12,high school,no,pacific,far below average,Lower than Median,Above and Equal to Median,0
64,47,16,18,16,bachelor's,yes,pacific,average,Above and Equal to Median,Above and Equal to Median,1
61,47,16,16,18,graduate,yes,middle atlantic,average,Above and Equal to Median,Above and Equal to Median,1
55,39,12,14,18,bachelor's,yes,middle atlantic,above average,Lower than Median,Above and Equal to Median,1
28,62,12,12,12,high school,yes,middle atlantic,below average,Above and Equal to Median,Lower than Median,0
61,47,12,16,16,bachelor's,yes,middle atlantic,below average,Above and Equal to Median,Above and Equal to Median,1
47,51,12,12,14,high school,yes,middle atlantic,below average,Above and Equal to Median,Above and Equal to Median,0
33,42,12,8,19,graduate,yes,south atlantic,far below average,Lower than Median,Lower than Median,1
47,60,16,12,15,associate/junior college,yes,south atlantic,above average,Above and Equal to Median,Above and Equal to Median,1
47,48,12,12,12,high school,yes,mountain,below average,Above and Equal to Median,Above and Equal to Median,0
39,35,12,12,14,associate/junior college,yes,middle atlantic,above average,Lower than Median,Above and Equal to Median,1
28,33,14,12,16,graduate,yes,south atlantic,average,Lower than Median,Lower than Median,1
20,35,9,9,14,associate/junior college,yes,middle atlantic,below average,Lower than Median,Lower than Median,1
37,33,12,14,20,graduate,yes,east south atlantic,below average,Lower than Median,Lower than Median,1
54,47,14,14,14,high school,yes,east south atlantic,average,Above and Equal to Median,Above and Equal to Median,0
54,62,12,12,11,high school,yes,east south atlantic,far below average,Above and Equal to Median,Above and Equal to Median,0
31,26,2,4,12,high school,yes,east south atlantic,below average,Lower than Median,Lower than Median,0
45,45,14,12,14,high school,yes,east north central,average,Above and Equal to Median,Above and Equal to Median,0
47,25,10,14,12,high school,yes,east north central,above average,Lower than Median,Above and Equal to Median,0
45,52,16,12,14,associate/junior college,yes,east north central,above average,Above and Equal to Median,Above and Equal to Median,1
35,65,16,10,9,less than high school,yes,east north central,far below average,Above and Equal to Median,Lower than Median,0
25,45,10,12,12,high school,yes,east north central,below average,Above and Equal to Median,Lower than Median,0
25,44,6,11,9,high school,yes,east north central,average,Above and Equal to Median,Lower than Median,0
35,33,14,14,13,high school,yes,east north central,far below average,Lower than Median,Lower than Median,0
25,39,12,12,12,high school,yes,east north central,below average,Lower than Median,Lower than Median,0
31,43,3,0,16,graduate,no,pacific,average,Lower than Median,Lower than Median,1
31,49,12,9,18,graduate,yes,west south central,below average,Above and Equal to Median,Lower than Median,1
46,43,12,16,14,associate/junior college,yes,west south central,average,Lower than Median,Above and Equal to Median,1
69,35,12,12,13,high school,yes,west south central,average,Lower than Median,Above and Equal to Median,0
32,39,16,14,16,bachelor's,yes,mountain,below average,Lower than Median,Lower than Median,1
24,35,4,14,15,associate/junior college,yes,west south central,average,Lower than Median,Lower than Median,1
27,39,14,6,17,bachelor's,no,pacific,average,Lower than Median,Lower than Median,1
31,73,14,10,18,bachelor's,yes,west south central,below average,Above and Equal to Median,Lower than Median,1
32,35,12,12,16,bachelor's,yes,east north central,below average,Lower than Median,Lower than Median,1
61,69,20,18,18,high school,yes,east north central,above average,Above and Equal to Median,Above and Equal to Median,0
30,38,12,12,17,bachelor's,yes,east north central,average,Lower than Median,Lower than Median,1
31,48,14,12,17,associate/junior college,yes,east north central,above average,Above and Equal to Median,Lower than Median,1
54,39,18,18,18,graduate,yes,east north central,above average,Lower than Median,Above and Equal to Median,1
61,80,20,18,17,graduate,yes,east north central,below average,Above and Equal to Median,Above and Equal to Median,1
61,61,18,18,18,bachelor's,yes,east north central,average,Above and Equal to Median,Above and Equal to Median,1
47,35,12,12,18,graduate,yes,east north central,below average,Lower than Median,Above and Equal to Median,1
27,45,12,10,10,less than high school,yes,east north central,below average,Above and Equal to Median,Lower than Median,0
47,52,16,12,19,bachelor's,yes,east north central,average,Above and Equal to Median,Above and Equal to Median,1
27,38,19,12,16,high school,yes,east north central,average,Lower than Median,Lower than Median,0
31,46,8,14,14,associate/junior college,yes,east north central,average,Above and Equal to Median,Lower than Median,1
47,60,16,14,18,graduate,yes,south atlantic,average,Above and Equal to Median,Above and Equal to Median,1
34,40,12,12,12,high school,yes,east north central,average,Lower than Median,Lower than Median,0
29,35,10,10,13,high school,yes,mountain,below average,Lower than Median,Lower than Median,0
48,72,13,12,18,graduate,yes,mountain,far above average,Above and Equal to Median,Above and Equal to Median,1
32,31,6,0,18,graduate,yes,east north central,average,Lower than Median,Lower than Median,1
48,38,14,12,12,high school,yes,pacific,above average,Lower than Median,Above and Equal to Median,0
31,39,12,10,14,high school,yes,mountain,above average,Lower than Median,Lower than Median,0
28,35,0,12,0,less than high school,no,mountain,average,Lower than Median,Lower than Median,0
31,40,12,17,11,less than high school,yes,east north central,average,Lower than Median,Lower than Median,0
45,49,12,12,12,high school,yes,mountain,below average,Above and Equal to Median,Above and Equal to Median,0
50,52,14,12,19,graduate,yes,east north central,above average,Above and Equal to Median,Above and Equal to Median,1
64,38,9,15,12,high school,yes,mountain,below average,Lower than Median,Above and Equal to Median,0
38,55,12,12,20,graduate,yes,east north central,below average,Above and Equal to Median,Lower than Median,1
33,40,16,12,17,bachelor's,yes,mountain,above average,Lower than Median,Lower than Median,1
50,28,9,11,16,bachelor's,yes,east north central,average,Lower than Median,Above and Equal to Median,1
25,49,14,12,16,bachelor's,yes,east north central,above average,Above and Equal to Median,Lower than Median,1
31,66,19,12,17,bachelor's,yes,east north central,above average,Above and Equal to Median,Lower than Median,1
32,45,12,12,15,high school,yes,west south central,average,Above and Equal to Median,Lower than Median,0
46,60,16,14,16,bachelor's,yes,east north central,average,Above and Equal to Median,Above and Equal to Median,1
32,35,9,8,12,high school,yes,east north central,below average,Lower than Median,Lower than Median,0
47,49,12,12,18,graduate,yes,east north central,above average,Above and Equal to Median,Above and Equal to Median,1
35,42,12,12,14,associate/junior college,yes,east north central,average,Lower than Median,Lower than Median,1
45,45,12,14,11,less than high school,yes,mountain,below average,Above and Equal to Median,Above and Equal to Median,0
59,38,16,12,19,graduate,yes,new england,far above average,Lower than Median,Above and Equal to Median,1
47,59,19,16,18,graduate,yes,mountain,above average,Above and Equal to Median,Above and Equal to Median,1
61,74,20,18,18,graduate,yes,pacific,above average,Above and Equal to Median,Above and Equal to Median,1
39,50,16,13,20,graduate,yes,mountain,average,Above and Equal to Median,Above and Equal to Median,1
45,72,20,12,16,bachelor's,yes,mountain,above average,Above and Equal to Median,Above and Equal to Median,1
70,39,12,16,17,graduate,yes,middle atlantic,far above average,Lower than Median,Above and Equal to Median,1
54,71,20,18,20,graduate,yes,west south central,average,Above and Equal to Median,Above and Equal to Median,1
33,38,8,12,14,high school,yes,mountain,average,Lower than Median,Lower than Median,0
32,39,17,14,14,high school,yes,mountain,below average,Lower than Median,Lower than Median,0
47,35,13,15,16,bachelor's,yes,west south central,below average,Lower than Median,Above and Equal to Median,1
39,39,12,12,12,high school,yes,west north central,average,Lower than Median,Above and Equal to Median,0
47,42,12,13,17,graduate,yes,east south atlantic,average,Lower than Median,Above and Equal to Median,1
31,44,12,10,20,graduate,yes,south atlantic,below average,Above and Equal to Median,Lower than Median,1
45,45,13,14,11,less than high school,yes,east north central,below average,Above and Equal to Median,Above and Equal to Median,0
47,37,8,12,12,high school,yes,new england,below average,Lower than Median,Above and Equal to Median,0
31,44,12,8,16,bachelor's,no,east north central,below average,Above and Equal to Median,Lower than Median,1
69,53,12,12,16,graduate,yes,new england,above average,Above and Equal to Median,Above and Equal to Median,1
32,30,12,12,14,high school,no,middle atlantic,far below average,Lower than Median,Lower than Median,0
27,54,14,12,14,high school,yes,new england,average,Above and Equal to Median,Lower than Median,0
39,24,4,8,10,high school,yes,new england,far below average,Lower than Median,Above and Equal to Median,0
31,24,12,12,12,high school,yes,new england,average,Lower than Median,Lower than Median,0
49,24,12,10,13,high school,yes,new england,below average,Lower than Median,Above and Equal to Median,0
33,35,5,9,15,high school,yes,new england,average,Lower than Median,Lower than Median,0
25,27,0,0,12,high school,no,pacific,far below average,Lower than Median,Lower than Median,0
32,72,12,12,18,graduate,yes,middle atlantic,average,Above and Equal to Median,Lower than Median,1
69,66,17,20,17,bachelor's,yes,new england,average,Above and Equal to Median,Above and Equal to Median,1
47,60,12,12,15,associate/junior college,yes,new england,average,Above and Equal to Median,Above and Equal to Median,1
27,46,5,0,6,less than high school,no,pacific,far below average,Above and Equal to Median,Lower than Median,0
36,39,12,12,12,high school,yes,new england,average,Lower than Median,Lower than Median,0
48,30,3,8,14,high school,yes,middle atlantic,average,Lower than Median,Above and Equal to Median,0
65,60,16,16,16,graduate,yes,middle atlantic,average,Above and Equal to Median,Above and Equal to Median,1
45,50,12,13,14,associate/junior college,yes,middle atlantic,average,Above and Equal to Median,Above and Equal to Median,1
47,38,8,14,14,associate/junior college,yes,middle atlantic,average,Lower than Median,Above and Equal to Median,1
72,60,16,16,12,high school,yes,middle atlantic,above average,Above and Equal to Median,Above and Equal to Median,0
32,27,16,14,15,high school,yes,middle atlantic,average,Lower than Median,Lower than Median,0
50,35,16,12,16,bachelor's,yes,middle atlantic,average,Lower than Median,Above and Equal to Median,1
38,74,16,16,16,graduate,yes,east north central,above average,Above and Equal to Median,Lower than Median,1
24,39,12,12,15,high school,yes,middle atlantic,above average,Lower than Median,Lower than Median,0
47,46,12,16,18,associate/junior college,yes,middle atlantic,average,Above and Equal to Median,Above and Equal to Median,1
26,35,12,14,14,high school,yes,middle atlantic,below average,Lower than Median,Lower than Median,0
18,45,14,12,12,high school,yes,middle atlantic,below average,Above and Equal to Median,Lower than Median,0
39,35,12,12,15,associate/junior college,yes,middle atlantic,below average,Lower than Median,Above and Equal to Median,1
39,35,12,12,20,graduate,yes,middle atlantic,average,Lower than Median,Above and Equal to Median,1
48,45,8,14,10,less than high school,yes,middle atlantic,below average,Above and Equal to Median,Above and Equal to Median,0
